line_sign_name,line_number,company_name,region_id
648P-10,32834,campo belo,7
746V-10,33560,transcap,8
4086-10,2250,pessego,4
775V-10,475,transppass,8
695D-10,114,transwolff,6
2059-10,260,viacao metropole,3
809L-10,1949,transcap,8
1742-10,542,sambaiba,2
4314-10,34942,viacao metropole,3
2770-10,33011,viacao metropole,3
4010-10,34951,express,4
2123-10,692,sambaiba,2
3718-10,1013,pessego,4
675P-10,33043,mobibrasil,6
9717-10,33585,norte buss s.a.,1
4221-10,33093,via sudeste,5
4709-10,333,via sudeste,5
5702-10,1137,a2 transportes,6
5142-10,1626,via sudeste,5
8027-10,34930,transppass,8
6825-10,14,campo belo,7
637G-10,101,viacao grajau,6
513C-31,35304,transuniao,5
5091-10,34291,mobibrasil,6
6084-10,33937,transwolff,6
3206-10,34880,viacao metropole,3
3787-10,1612,pessego,4
6822-10,22,campo belo,7
4020-10,2530,pessego,4
1177-10,129,viacao metropole,3
2026-10,35037,sambaiba,2
709A-10,2092,viacao metropole,7
3063-10,33021,viacao metropole,3
5034-10,1663,via sudeste,5
675G-10,32874,viacao grajau,6
6012-10,1204,transwolff,7
4284-10,289,via sudeste,5
1765-10,1782,sambaiba,2
576C-10,34058,mobibrasil,6
637V-10,104,transwolff,6
6071-10,1156,transwolff,6
2522-10,32908,viacao metropole,3
2552-10,32910,viacao metropole,3
8019-10,34839,transppass,8
2735-10,34689,allibus,4
573A-10,34405,transuniao,5
3735-10,1035,pessego,4
425E-10,1636,via sudeste,5
6006-10,175,viacao metropole,7
9090-10,884,norte buss s.a.,1
8677-10,33211,santa brigida,1
6039-10,1217,transwolff,7
4015-10,34956,express,4
373L-10,33795,pessego,4
6475-10,34085,kbpx,7
978A-10,1369,gato preto,1
5128-10,1128,a2 transportes,6
524M-10,34399,movebuss,5
701U-10,33425,sambaiba,2
6049-10,34077,kbpx,7
2451-10,213,viacao metropole,3
7062-31,1914,transwolff,7
5178-10,33363,mobibrasil,6
6041-21,34517,transwolff,7
5290-10,597,mobibrasil,6
5018-10,1492,a2 transportes,6
6818-10,32796,campo belo,7
5178-10,595,mobibrasil,6
3751-10,1047,pessego,4
3064-10,980,transuniao,3
2058-10,259,viacao metropole,3
2702-21,34294,transuniao,3
805L-10,124,viacao metropole,3
4030-10,33868,movebuss,5
178A-10,33326,sambaiba,2
7017-10,35270,transwolff,7
6115-10,1185,transwolff,6
7001-10,34490,viacao metropole,7
948A-10,34191,santa brigida,1
5701-10,1136,a2 transportes,6
8000-10,35274,santa brigida,1
6258-10,1232,transwolff,7
307C-10,34882,viacao metropole,3
2733-10,948,allibus,4
807J-10,34826,transcap,8
407M-10,33086,via sudeste,5
8029-10,35308,transcap,8
2582-10,374,viacao metropole,3
272N-10,705,sambaiba,2
8500-10,34035,santa brigida,1
857A-10,34693,kbpx,7
513L-10,34423,via sudeste,5
5018-31,1861,a2 transportes,6
517J-10,1129,a2 transportes,6
9166-10,707,sambaiba,2
8078-10,34848,transcap,8
6042-21,34543,transwolff,7
2551-10,32909,viacao metropole,3
2019-10,905,upbus s.a.,3
736I-10,33549,alfa rodobus,8
6816-10,26,campo belo,7
2720-31,34610,allibus,4
6805-31,1788,campo belo,7
715M-10,490,transppass,8
695X-22,1621,viacao grajau,6
6041-10,33986,transwolff,7
513C-10,35303,transuniao,5
2769-10,33165,viacao metropole,3
6500-10,32814,campo belo,7
4111-10,320,via sudeste,5
874C-10,477,gato preto,8
546J-10,1133,a2 transportes,6
6053-10,33913,transwolff,6
8015-10,34113,spencer,1
6816-31,1748,campo belo,7
1743-10,543,sambaiba,2
6026-10,87,transwolff,6
1015-10,34998,norte buss s.a.,1
476G-41,33880,transuniao,5
477P-10,348,via sudeste,5
3015-10,35222,viacao metropole,3
6L05-10,1173,transwolff,6
9032-10,33648,norte buss s.a.,1
407I-10,34990,express,4
4732-31,34895,via sudeste,5
8072-10,34847,transcap,8
5103-10,1646,via sudeste,5
5164-41,1617,mobibrasil,6
807M-10,34684,transcap,8
2708-10,921,transuniao,3
174M-10,673,sambaiba,2
5123-10,33893,a2 transportes,6
273R-10,226,viacao metropole,3
273G-10,223,viacao metropole,3
519M-10,2211,via sudeste,5
199D-10,34903,santa brigida,1
2721-10,33702,allibus,4
342C-10,1002,pessego,4
2127-10,33461,sambaiba,2
856R-10,34196,gato preto,8
172R-10,859,norte buss s.a.,2
2005-10,893,transuniao,3
2004-10,892,transuniao,3
978L-10,33234,santa brigida,1
6021-10,32945,transwolff,6
669A-10,4,kbpx,7
5012-10,33884,a2 transportes,6
3462-10,33015,viacao metropole,3
857C-10,1901,kbpx,7
2290-10,718,ambiental s.a.,4
6837-10,32774,transcap,8
8019-31,35342,transppass,8
775N-10,474,transppass,8
3006-10,1865,transuniao,3
3773-10,33827,pessego,4
1722-10,33632,norte buss s.a.,2
4024-10,2158,express,4
1019-10,35263,santa brigida,1
647P-10,34084,kbpx,7
352A-10,164,viacao metropole,3
5757-51,34744,a2 transportes,6
9354-10,33476,sambaiba,2
3754-10,33817,transuniao,3
8615-10,1339,gato preto,8
1018-10,33600,norte buss s.a.,2
3020-10,33726,pessego,4
5106-31,1305,mobibrasil,6
847P-10,33191,santa brigida,1
7002-10,772,alfa rodobus,8
877T-10,34149,gato preto,8
6022-10,1207,transwolff,7
695X-10,34209,viacao grajau,6
6805-10,31,campo belo,7
8605-10,34685,kbpx,7
6826-10,16,campo belo,7
2010-10,2104,sambaiba,2
3013-10,33722,pessego,4
3728-10,1025,pessego,4
7282-10,471,gato preto,8
129F-10,2304,santa brigida,1
8700-10,2508,gato preto,8
9784-10,33595,spencer,1
5300-10,354,gatusa,7
414P-10,1105,movebuss,5
5106-10,34048,mobibrasil,6
5127-10,33895,a2 transportes,6
3791-10,33837,allibus,4
6028-10,1211,transwolff,7
2732-10,947,allibus,4
3539-10,748,express,4
271A-51,33471,sambaiba,2
7063-10,1899,transwolff,7
707K-10,35271,kbpx,7
3768-10,1056,transuniao,3
971A-10,33426,sambaiba,2
2713-10,220,viacao metropole,3
9301-10,458,santa brigida,1
8016-10,34114,spencer,1
4742-10,342,via sudeste,5
2079-10,370,viacao metropole,3
546L-10,1285,mobibrasil,6
2104-10,35023,sambaiba,2
1025-10,2303,spencer,1
3033-10,968,transuniao,3
1767-10,33396,sambaiba,2
3778-10,1062,allibus,4
8050-31,33183,santa brigida,1
746P-10,33556,transcap,8
6726-10,33961,transwolff,6
5791-10,33375,mobibrasil,6
1786-10,649,norte buss s.a.,2
6055-10,1146,transwolff,6
2013-10,899,spencer,2
3742-10,33810,pessego,4
2722-31,936,allibus,4
2715-10,928,allibus,4
4114-10,33089,via sudeste,5
938V-10,33581,norte buss s.a.,1
8003-10,34021,santa brigida,1
475M-10,343,via sudeste,5
9008-10,33643,norte buss s.a.,1
172U-10,33628,spencer,2
573H-10,34398,movebuss,5
6072-10,34356,transwolff,6
3054-10,33743,pessego,4
6970-10,1505,viacao grajau,6
6010-10,1202,transwolff,7
6338-10,1293,mobibrasil,6
314J-10,33078,via sudeste,5
6913-21,1549,viacao grajau,6
311C-10,33077,via sudeste,5
