line_sign_name,line_number,company_name,region_id
2710-31,1654,allibus,4
819A-10,803,norte buss s.a.,1
6063-10,33920,transwolff,6
2727-10,33710,allibus,4
702C-10,33253,transppass,8
6L01-10,1171,transwolff,6
1778-10,1789,sambaiba,2
407J-10,2198,express,4
1012-10,35254,norte buss s.a.,1
403A-10,2192,express,4
6069-10,33922,transwolff,6
6840-10,201,viacao metropole,7
3725-10,1022,allibus,4
6017-10,1206,transwolff,7
7023-10,34920,viacao metropole,7
2725-10,33707,allibus,4
647A-10,34083,kbpx,7
516N-10,33034,mobibrasil,6
208V-10,32975,viacao metropole,3
4028-10,1098,movebuss,5
4012-10,34953,express,4
809R-10,34835,transppass,8
6L11-10,1167,transwolff,6
6250-10,468,transppass,8
351F-10,687,sambaiba,2
3756-10,1050,transuniao,3
7411-10,34144,gato preto,8
2011-10,34904,sambaiba,2
3721-10,33787,pessego,4
2704-10,33684,transuniao,3
6042-10,33987,transwolff,7
4222-10,288,via sudeste,5
5022-10,1120,a2 transportes,6
6063-41,34541,transwolff,6
2583-10,33143,viacao metropole,3
5105-10,1651,via sudeste,5
736I-10,781,alfa rodobus,8
364A-10,34014,movebuss,5
3728-41,1988,pessego,4
8025-10,2076,alfa rodobus,8
6815-10,25,campo belo,7
3161-10,33852,transuniao,5
6013-10,32954,viacao metropole,7
701A-10,33457,sambaiba,2
271A-10,33470,sambaiba,2
5318-10,32813,campo belo,7
3023-10,33728,allibus,4
106A-10,33284,sambaiba,2
5154-10,33121,gatusa,7
1015-10,2230,norte buss s.a.,1
5318-10,45,campo belo,7
702U-10,34098,gato preto,8
573A-10,1637,transuniao,5
2363-10,32903,viacao metropole,3
2105-10,35015,sambaiba,2
8199-10,807,norte buss s.a.,1
121G-10,691,norte buss s.a.,2
3795-10,1073,transuniao,3
930P-10,2115,viacao metropole,3
6031-10,32860,transwolff,6
2030-10,2264,sambaiba,2
3064-41,1933,transuniao,3
8009-10,34027,santa brigida,1
957T-10,33232,santa brigida,1
807M-10,1916,transcap,8
9015-10,1269,norte buss s.a.,1
407P-10,2200,express,4
6049-10,1309,kbpx,7
8017-10,1261,norte buss s.a.,1
4052-10,2145,transuniao,3
273L-10,32992,viacao metropole,3
2021-10,906,transuniao,3
7013-10,775,transcap,8
6824-10,23,campo belo,7
7004-10,34760,viacao metropole,7
6057-10,33916,transwolff,6
9004-10,33639,norte buss s.a.,1
6078-10,33934,transwolff,6
5131-10,34050,mobibrasil,6
6045-10,33990,transwolff,7
8538-10,1359,gato preto,1
7725-10,472,transppass,8
9014-10,1425,gato preto,1
6836-10,13,campo belo,7
6L04-10,33948,transwolff,6
271P-10,704,sambaiba,2
6422-10,361,gatusa,7
5011-10,33883,a2 transportes,6
4003-10,2159,express,4
6045-21,34932,transwolff,7
4286-10,33094,via sudeste,5
2735-21,514,allibus,4
2202-10,33678,transuniao,3
875H-10,1340,gato preto,8
4056-10,2237,transuniao,3
4313-10,34941,viacao metropole,3
4029-10,33867,movebuss,5
107T-10,621,sambaiba,2
5108-10,34443,via sudeste,5
9012-10,1268,santa brigida,1
6039-10,33985,transwolff,7
709P-10,34761,gatusa,7
3741-10,1041,pessego,4
675A-10,1318,kbpx,7
2707-10,33687,transuniao,3
775F-10,796,transcap,8
2023-10,2260,sambaiba,2
407R-10,34969,express,4
3021-10,276,via sudeste,5
4033-10,1103,movebuss,5
3141-10,33502,via sudeste,5
917M-10,34134,gato preto,1
2101-41,715,ambiental transportes urbanos s.a.,4
9023-10,1437,norte buss s.a.,1
1705-10,849,norte buss s.a.,2
3739-10,1039,pessego,4
5611-10,598,mobibrasil,6
5362-23,1860,viacao grajau,6
857A-10,1925,kbpx,7
8016-10,1346,spencer,1
354M-10,1619,viacao metropole,3
3725-41,34299,allibus,4
4027-10,1097,movebuss,5
8100-10,34030,santa brigida,1
209P-10,2216,sambaiba,2
272N-10,33473,sambaiba,2
407I-10,2222,express,4
263J-10,219,viacao metropole,3
118Y-10,841,norte buss s.a.,2
407E-10,2215,express,4
477A-10,346,via sudeste,5
8028-10,35300,transcap,8
8047-41,33178,santa brigida,1
637J-10,32871,mobibrasil,6
7060-10,1889,campo belo,7
1178-10,32900,viacao metropole,3
3761-10,33819,pessego,4
2711-10,925,allibus,4
4726-10,1680,movebuss,5
6072-10,1588,transwolff,6
778J-10,33276,transppass,8
4725-10,338,via sudeste,5
6083-10,34501,transwolff,6
4112-10,767,ambiental transportes urbanos s.a.,4
715M-10,33258,transppass,8
1743-10,33311,sambaiba,2
148P-10,33302,sambaiba,2
1732-10,671,sambaiba,2
4035-10,2560,viacao metropole,3
607C-10,34745,mobibrasil,6
6074-10,1161,transwolff,6
8038-10,33565,alfa rodobus,8
7021-10,1989,viacao metropole,7
7062-10,1898,transwolff,7
8000-10,1273,santa brigida,1
1702-10,33614,spencer,2
4032-10,1102,movebuss,5
199D-10,2135,santa brigida,1
647P-10,1316,kbpx,7
2716-10,929,allibus,4
2182-10,33468,sambaiba,2
1034-10,2452,norte buss s.a.,1
3754-10,1049,transuniao,3
746C-10,783,alfa rodobus,8
909T-10,35280,gato preto,8
2018-10,904,upbus s.a.,3
6021-10,177,transwolff,6
1760-10,557,sambaiba,2
3789-10,33835,pessego,4
8544-10,430,santa brigida,1
177Y-10,867,sambaiba,2
3686-10,32934,viacao metropole,3
1775-10,638,norte buss s.a.,2
6030-10,33910,transwolff,6
6817-10,27,campo belo,7
5035-10,34436,movebuss,5
178T-10,33333,sambaiba,2
2005-10,33661,transuniao,3
6820-31,1406,campo belo,7
1703-10,847,sambaiba,2
6000-10,1140,mobibrasil,6
2705-10,33685,transuniao,3
746R-10,790,transcap,8
574C-10,1639,transuniao,5
7052-10,34654,transwolff,7
2100-10,713,ambiental transportes urbanos s.a.,4
8026-10,2083,alfa rodobus,8
4312-10,2172,viacao metropole,3
475R-10,33112,via sudeste,5
695H-10,33964,viacao grajau,6
6036-10,1214,transwolff,7
6059-10,33994,transwolff,7
351F-10,33455,sambaiba,2
4027-41,35077,movebuss,5
877T-10,1381,gato preto,8
4024-10,34926,express,4
8030-10,2562,transcap,8
748A-41,499,transppass,8
9181-10,33653,norte buss s.a.,1
5036-10,34434,via sudeste,5
7002-10,33540,alfa rodobus,8
3008-10,2515,transuniao,3
8023-10,2074,transppass,8
6262-10,1371,transppass,8
6400-10,57,campo belo,7
6051-31,34374,transwolff,6
6820-10,32787,campo belo,7
2006-10,33663,transuniao,3
1745-10,33314,sambaiba,2
8194-10,33573,norte buss s.a.,1
2703-10,33683,transuniao,3
3728-10,33793,pessego,4
575A-10,1638,transuniao,5
8007-10,34025,santa brigida,1
3054-10,975,pessego,4
4314-10,2174,viacao metropole,3
7023-10,2152,viacao metropole,7
6046-10,33991,transwolff,7
6003-10,34240,viacao grajau,6
7063-10,34667,transwolff,7
7903-10,33280,transppass,8
4093-10,2448,upbus s.a.,3
524L-10,34483,movebuss,5
5029-10,1672,via sudeste,5
807P-10,34867,transcap,8
148L-10,531,sambaiba,2
6801-10,5,campo belo,7
2756-10,238,viacao metropole,3
271C-10,682,sambaiba,2
208M-10,2478,sambaiba,2
938V-10,813,norte buss s.a.,1
7458-10,496,transppass,8
6003-21,2576,viacao grajau,6
6L04-10,1180,transwolff,6
2583-10,375,viacao metropole,3
5026-10,34403,via sudeste,5
2088-10,33140,viacao metropole,3
4210-10,34938,viacao metropole,3
695D-10,32882,transwolff,6
736G-10,33548,alfa rodobus,8
2009-10,898,transuniao,3
1742-10,33310,sambaiba,2
1709-10,33619,norte buss s.a.,2
3718-10,33781,pessego,4
7281-10,1334,gato preto,8
2028-10,2263,sambaiba,2
271A-10,702,sambaiba,2
5142-10,34394,via sudeste,5
875P-10,34109,gato preto,8
917H-10,33224,santa brigida,1
9002-10,33638,norte buss s.a.,2
274P-10,33000,viacao metropole,3
7006-10,1995,transwolff,7
5144-10,34395,via sudeste,5
3787-10,34380,pessego,4
8010-10,798,norte buss s.a.,1
209P-10,2301,sambaiba,2
372F-10,1015,pessego,4
233C-10,32923,viacao metropole,3
778J-41,1486,transppass,8
7006-51,34765,transwolff,7
407K-10,34936,viacao metropole,3
509J-10,264,mobibrasil,6
9018-10,1271,norte buss s.a.,1
675A-10,34086,kbpx,7
5141-10,1625,via sudeste,5
9500-10,33229,santa brigida,1
3721-41,34461,pessego,4
3901-10,34237,viacao metropole,3
407A-10,34962,express,4
6071-10,33924,transwolff,6
6412-10,33538,transcap,8
719R-10,469,transppass,8
7004-10,1992,viacao metropole,7
9004-10,871,norte buss s.a.,1
5100-10,34138,gato preto,8
1726-10,34171,sambaiba,2
6006-10,32943,viacao metropole,7
8215-10,574,santa brigida,1
8077-10,2050,transppass,8
342N-10,33771,pessego,4
507T-10,34976,express,4
675M-10,32876,mobibrasil,6
6835-10,12,campo belo,7
263J-10,32987,viacao metropole,3
2725-10,939,allibus,4
2202-10,910,transuniao,3
746H-10,33553,alfa rodobus,8
1730-10,865,norte buss s.a.,2
8300-10,1264,santa brigida,1
407G-10,34964,express,4
809T-10,2246,transppass,8
971C-10,571,sambaiba,2
709P-10,1993,gatusa,7
3751-10,33815,pessego,4
3064-10,33748,transuniao,3
2678-10,33151,viacao metropole,3
2704-10,916,transuniao,3
9501-10,33230,santa brigida,1
4030-10,1100,movebuss,5
817C-10,34105,gato preto,8
407Y-10,34974,express,4
677Y-10,34008,transwolff,7
875A-10,33377,mobibrasil,6
546A-10,1131,a2 transportes,6
8700-10,34645,transppass,8
3025-10,33729,pessego,4
407H-10,2197,express,4
4113-10,768,ambiental transportes urbanos s.a.,4
253F-10,32926,viacao metropole,3
875A-10,609,mobibrasil,6
8022-10,2085,gato preto,8
609F-10,32805,campo belo,7
6258-10,34000,transwolff,7
2523-10,250,viacao metropole,3
4708-10,33100,via sudeste,5
574J-10,1685,via sudeste,5
971D-10,33477,sambaiba,2
2182-10,700,sambaiba,2
917M-10,1366,gato preto,1
403A-10,34960,express,4
6806-10,32,campo belo,7
5757-10,34056,a2 transportes,6
213E-10,2498,sambaiba,2
5154-10,353,gatusa,7
5032-10,34430,movebuss,5
5018-31,34629,a2 transportes,6
3046-10,971,allibus,4
573T-10,1632,movebuss,5
3725-41,1531,allibus,4
702U-10,1330,gato preto,8
7005-10,34766,transwolff,7
719P-10,1372,gato preto,8
2710-10,924,allibus,4
6821-10,32789,campo belo,7
2020-10,35030,sambaiba,2
938L-10,1368,gato preto,1
407T-10,2202,transuniao,3
3712-51,35273,pessego,4
8610-10,34831,transppass,8
8528-10,575,santa brigida,1
695H-10,1196,viacao grajau,6
9005-10,872,norte buss s.a.,1
1787-10,650,norte buss s.a.,2
172N-10,664,sambaiba,2
6L10-41,34773,transwolff,6
514T-10,34439,movebuss,5
6026-10,32855,transwolff,6
5131-10,1282,mobibrasil,6
7054-10,32809,transwolff,7
6L05-10,33941,transwolff,6
575C-10,34454,via sudeste,5
6073-10,33928,transwolff,6
5164-41,34385,mobibrasil,6
637R-10,196,viacao metropole,7
6016-41,1706,transwolff,6
273R-10,32994,viacao metropole,3
263C-10,33020,viacao metropole,3
6020-10,2455,transwolff,6
121G-10,33459,norte buss s.a.,2
4286-10,326,via sudeste,5
4025-10,33863,movebuss,5
2004-10,33660,transuniao,3
2717-10,33698,allibus,4
1017-10,2141,spencer,1
9191-10,33578,norte buss s.a.,1
119L-10,2273,norte buss s.a.,1
8020-10,34494,transppass,8
476G-10,33879,transuniao,5
3098-10,33846,movebuss,5
2025-10,2267,sambaiba,2
1771-10,33402,sambaiba,2
5035-10,1668,movebuss,5
175P-10,675,sambaiba,2
3029-10,33734,allibus,4
6002-10,1979,transwolff,6
1780-10,869,norte buss s.a.,2
7005-51,1999,transwolff,7
7272-10,1333,gato preto,8
6076-10,1165,transwolff,6
737A-10,34498,viacao metropole,7
508L-10,32885,viacao metropole,3
2076-10,368,viacao metropole,3
675L-10,34246,viacao metropole,7
273V-10,231,viacao metropole,3
107T-10,33389,sambaiba,2
2010-10,34872,sambaiba,2
1783-10,33412,sambaiba,2
408A-10,33534,ambiental s.a.,4
425E-10,34404,via sudeste,5
8062-10,420,santa brigida,1
8549-10,33348,santa brigida,1
6820-10,19,campo belo,7
8028-10,2532,transcap,8
8047-41,410,santa brigida,1
1745-10,546,sambaiba,2
3539-10,33516,express,4
2730-10,945,upbus s.a.,3
1156-10,33427,sambaiba,2
967A-10,568,sambaiba,2
1178-10,132,viacao metropole,3
6058-10,33917,transwolff,6
5705-10,34425,via sudeste,5
3134-10,33761,allibus,4
574A-10,33370,mobibrasil,6
1764-10,625,sambaiba,2
2720-10,33701,allibus,4
1025-10,35071,spencer,1
3778-10,33830,allibus,4
8047-10,33176,santa brigida,1
875C-10,478,transppass,8
354M-10,34387,viacao metropole,3
2666-10,378,viacao metropole,3
1786-10,33417,norte buss s.a.,2
577T-10,34059,mobibrasil,6
1744-10,33312,sambaiba,2
8043-10,33175,santa brigida,1
809P-10,34659,campo belo,7
8545-10,34132,gato preto,1
719R-10,33237,transppass,8
809J-10,34834,transppass,8
9653-10,588,santa brigida,1
736G-10,780,alfa rodobus,8
8006-10,1256,santa brigida,1
3686-10,166,viacao metropole,3
6063-43,2480,transwolff,6
8300-10,2507,santa brigida,1
178T-10,565,sambaiba,2
675I-10,32836,campo belo,7
701U-10,657,sambaiba,2
5391-10,171,viacao metropole,7
1773-10,637,sambaiba,2
971R-42,616,sambaiba,2
5021-10,34435,via sudeste,5
1757-10,548,sambaiba,2
809U-10,35022,gato preto,8
7545-10,33272,transppass,8
6008-10,33968,transwolff,7
3001-10,1650,viacao metropole,3
5030-10,34437,via sudeste,5
4027-41,2309,movebuss,5
5175-10,33361,mobibrasil,6
3721-41,1693,pessego,4
2724-10,33706,allibus,4
1788-10,33421,sambaiba,2
172J-10,856,norte buss s.a.,2
9006-10,33642,norte buss s.a.,1
3712-10,1009,pessego,4
9181-10,885,norte buss s.a.,1
546T-10,33040,a2 transportes,6
1012-10,2486,norte buss s.a.,1
7055-10,34656,transwolff,7
574J-10,34453,via sudeste,5
307C-10,2114,viacao metropole,3
695T-10,1322,kbpx,7
809V-10,35011,transppass,8
6232-10,483,transppass,8
2755-10,33001,viacao metropole,3
1016-10,831,norte buss s.a.,2
1701-21,35244,norte buss s.a.,2
6048-10,56,campo belo,7
211L-10,2265,sambaiba,2
5015-10,33887,a2 transportes,6
373M-10,33049,via sudeste,5
7062-31,34682,transwolff,7
3160-10,125,ambiental transportes urbanos s.a.,4
2024-10,35029,sambaiba,2
6019-10,34258,viacao metropole,7
8319-10,476,gato preto,8
4008-10,34950,express,4
6003-10,1472,viacao grajau,6
8040-10,406,santa brigida,1
574R-10,1623,transuniao,5
775P-10,507,transppass,8
8400-10,1265,santa brigida,1
2769-10,397,viacao metropole,3
2710-31,34422,allibus,4
513C-10,2535,transuniao,5
8622-10,438,santa brigida,1
407J-10,34966,express,4
637A-10,32953,viacao metropole,7
6027-10,32858,transwolff,6
637A-10,185,viacao metropole,7
3732-10,33797,pessego,4
2088-10,372,viacao metropole,3
4716-10,33874,movebuss,5
2731-10,946,upbus s.a.,3
4210-10,2170,viacao metropole,3
4310-10,34928,viacao metropole,3
4732-31,2127,via sudeste,5
8012-10,2023,gato preto,8
6505-10,34218,campo belo,7
4028-10,33866,movebuss,5
8252-10,1248,transppass,8
8075-21,35305,transppass,8
297A-10,34901,sambaiba,2
5757-10,1288,a2 transportes,6
1759-10,33321,sambaiba,2
9188-10,809,norte buss s.a.,1
5032-10,1662,movebuss,5
4031-10,33869,movebuss,5
3785-10,33831,pessego,4
4093-10,35216,upbus s.a.,3
5144-10,1627,via sudeste,5
695Y-10,33966,viacao grajau,6
4735-10,1110,movebuss,5
233C-10,155,viacao metropole,3
9162-10,34133,gato preto,1
4051-10,2144,transuniao,3
1738-10,33440,norte buss s.a.,2
875C-10,35278,transppass,8
6258-31,1783,transwolff,7
6012-31,34544,transwolff,7
3738-10,1038,pessego,4
6051-10,33911,transwolff,6
8060-10,33186,santa brigida,1
172K-10,33625,spencer,2
5632-10,81,viacao grajau,6
5630-10,78,viacao grajau,6
273X-10,392,viacao metropole,3
6062-10,33919,transwolff,6
4016-10,2189,express,4
6L10-10,1159,transwolff,6
6038-10,1216,transwolff,7
709M-10,2462,gatusa,7
9020-10,34202,norte buss s.a.,1
5024-31,1123,a2 transportes,6
5103-10,34414,via sudeste,5
174M-10,33441,sambaiba,2
6043-10,33988,transwolff,7
958P-10,465,santa brigida,1
6099-10,1587,transwolff,6
273D-10,32990,viacao metropole,3
4313-10,2173,viacao metropole,3
6812-10,34010,transwolff,7
5143-10,34396,via sudeste,5
8010-10,33566,norte buss s.a.,1
407P-10,34968,express,4
342C-10,33770,pessego,4
6812-10,1242,transwolff,7
172R-10,33627,norte buss s.a.,2
3301-10,34386,viacao metropole,3
2021-10,33674,transuniao,3
1024-10,35070,spencer,1
6913-10,34233,viacao grajau,6
2017-10,33671,upbus s.a.,3
2101-10,33482,ambiental transportes urbanos s.a.,4
3791-10,1069,allibus,4
4732-10,302,via sudeste,5
3024-10,277,via sudeste,5
709G-10,2020,gatusa,7
4011-10,2184,express,4
707K-10,2503,kbpx,7
9011-21,1768,norte buss s.a.,1
5038-10,34429,via sudeste,5
1732-10,33439,sambaiba,2
3098-10,1078,movebuss,5
1785-10,1816,norte buss s.a.,2
817C-10,1337,gato preto,8
607A-10,34907,a2 transportes,6
975A-10,33357,santa brigida,1
5038-10,1661,via sudeste,5
1771-10,634,sambaiba,2
3746-10,283,via sudeste,5
4053-10,2146,transuniao,3
9050-10,34856,gato preto,8
2104-10,2255,sambaiba,2
8615-10,34107,gato preto,8
1021-10,833,norte buss s.a.,1
1767-10,628,sambaiba,2
746H-10,785,alfa rodobus,8
9012-10,34036,santa brigida,1
807A-10,34668,campo belo,7
746K-10,33555,transcap,8
8003-10,1253,santa brigida,1
129F-10,35072,santa brigida,1
478P-10,349,via sudeste,5
8009-31,1260,santa brigida,1
6455-10,32831,campo belo,7
2023-10,35028,sambaiba,2
6000-10,33908,mobibrasil,6
119C-10,661,sambaiba,2
6821-10,21,campo belo,7
1026-10,35074,spencer,1
4033-10,33871,movebuss,5
4004-10,2178,express,4
5110-10,2209,via sudeste,5
8610-10,2063,transppass,8
908T-10,34884,viacao metropole,3
1701-10,33613,norte buss s.a.,2
8038-10,797,alfa rodobus,8
172Y-10,862,norte buss s.a.,2
2203-10,911,upbus s.a.,3
7022-10,34852,viacao metropole,7
809A-10,34837,transppass,8
6L10-41,2005,transwolff,6
514T-10,1671,movebuss,5
7053-22,1896,transwolff,7
8065-10,421,santa brigida,1
576C-10,1290,mobibrasil,6
5759-10,33906,a2 transportes,6
2720-10,933,allibus,4
847J-10,1342,santa brigida,1
5752-10,34055,a2 transportes,6
775V-10,33243,transppass,8
4002-10,2177,viacao metropole,3
5145-10,1641,via sudeste,5
577T-10,1291,mobibrasil,6
7009-10,1951,transwolff,7
7012-10,2043,transwolff,7
637G-10,32869,viacao grajau,6
8013-10,33568,norte buss s.a.,1
2711-10,33693,allibus,4
6475-10,1317,kbpx,7
7011-31,1954,transwolff,7
3004-10,1798,viacao metropole,3
9300-10,32884,sambaiba,2
128Y-10,843,norte buss s.a.,2
374M-10,1965,viacao metropole,3
9191-10,810,norte buss s.a.,1
847P-42,1424,santa brigida,1
271A-51,703,sambaiba,2
709A-10,34860,viacao metropole,7
3010-10,35311,transuniao,3
6073-10,1160,transwolff,6
6012-10,33972,transwolff,7
675I-10,68,campo belo,7
6075-10,33930,transwolff,6
2451-10,32981,viacao metropole,3
8686-10,446,santa brigida,1
2080-10,371,viacao metropole,3
527R-10,33039,a2 transportes,6
7545-10,504,transppass,8
8400-10,34033,santa brigida,1
5033-10,34433,via sudeste,5
4013-10,2186,express,4
7053-10,1887,transwolff,7
5030-10,1669,via sudeste,5
5024-10,1122,a2 transportes,6
2018-10,33672,upbus s.a.,3
4716-10,1106,movebuss,5
1760-10,33325,sambaiba,2
857P-10,34694,campo belo,7
9090-10,33652,norte buss s.a.,1
8544-10,33198,santa brigida,1
5175-10,593,mobibrasil,6
6092-10,1177,transwolff,6
938C-10,33354,santa brigida,1
702C-10,485,transppass,8
2724-10,938,allibus,4
1788-10,653,sambaiba,2
2703-10,915,transuniao,3
7011-10,34720,transwolff,7
573H-10,1630,movebuss,5
3902-10,1470,viacao metropole,3
6069-10,1154,transwolff,6
609J-10,35010,mobibrasil,6
971T-10,618,sambaiba,2
8012-10,34791,gato preto,8
2718-10,33699,allibus,4
857R-10,34660,transppass,8
6358-10,1294,mobibrasil,6
637P-10,47,gatusa,7
4718-10,336,via sudeste,5
971V-10,33387,sambaiba,2
233A-10,33017,viacao metropole,3
178Y-10,33636,norte buss s.a.,2
9018-10,34039,norte buss s.a.,1
1756-10,547,sambaiba,2
2702-10,33682,transuniao,3
373M-10,281,via sudeste,5
3737-10,1037,allibus,4
1722-10,864,norte buss s.a.,2
6019-10,1490,viacao metropole,7
675K-10,198,viacao metropole,7
748A-41,33267,transppass,8
364A-10,1246,movebuss,5
273N-10,33158,viacao metropole,3
6813-10,33,campo belo,7
4086-10,35018,pessego,4
938P-10,33656,norte buss s.a.,1
6258-31,34551,transwolff,7
5026-10,1635,via sudeste,5
6013-10,186,viacao metropole,7
271M-10,33452,sambaiba,2
6061-10,33918,transwolff,6
106A-10,516,sambaiba,2
4729-10,33876,movebuss,5
3731-10,1028,allibus,4
2029-10,2270,sambaiba,2
6031-10,92,transwolff,6
8009-10,1259,santa brigida,1
3732-10,1029,pessego,4
6027-10,90,transwolff,6
2709-31,33691,allibus,4
4310-10,2160,viacao metropole,3
6822-10,32790,campo belo,7
6505-10,1450,campo belo,7
967A-10,33336,sambaiba,2
7053-21,1895,transwolff,7
5614-10,1515,mobibrasil,6
7267-10,1427,gato preto,8
6014-10,32956,viacao metropole,7
978L-10,466,santa brigida,1
3762-10,33821,allibus,4
695X-22,34389,viacao grajau,6
4284-10,33057,via sudeste,5
148L-10,33299,sambaiba,2
6801-10,32773,campo belo,7
4018-10,2191,express,4
978T-10,889,norte buss s.a.,1
1765-10,34550,sambaiba,2
3785-10,1063,pessego,4
6062-51,1739,transwolff,6
273L-10,224,viacao metropole,3
5034-31,34432,via sudeste,5
7550-10,2093,gatusa,7
771P-10,506,transppass,8
8017-10,34029,norte buss s.a.,1
6002-10,34747,transwolff,6
3003-10,1797,viacao metropole,3
273J-10,389,viacao metropole,3
8022-10,34853,gato preto,8
3099-10,1079,movebuss,5
6035-21,1795,transwolff,7
5194-10,269,mobibrasil,6
8013-41,2011,norte buss s.a.,1
6051-10,1143,transwolff,6
675P-10,275,mobibrasil,6
1720-10,863,norte buss s.a.,2
3763-10,1054,allibus,4
978A-10,34137,gato preto,1
5128-10,33896,a2 transportes,6
4017-10,2190,express,4
9653-10,33356,santa brigida,1
6045-21,2164,transwolff,7
7004-21,35351,viacao metropole,7
139A-10,35219,norte buss s.a.,1
809L-10,34717,transcap,8
745M-10,782,transcap,8
509M-10,34045,mobibrasil,6
5290-10,33365,mobibrasil,6
875H-10,34108,gato preto,8
476L-10,262,mobibrasil,6
273D-10,222,viacao metropole,3
2032-10,2266,sambaiba,2
8021-10,34841,transppass,8
1701-21,2476,norte buss s.a.,2
5391-10,32939,viacao metropole,7
3736-10,33804,pessego,4
6056-10,33915,transwolff,6
342M-10,747,ambiental s.a.,4
2734-10,34528,upbus s.a.,3
978J-10,591,santa brigida,1
2719-10,33700,allibus,4
3139-10,33763,ambiental transportes urbanos s.a.,4
6115-10,33953,transwolff,6
3006-10,34633,transuniao,3
748A-10,498,transppass,8
5119-23,2125,campo belo,7
9019-10,34201,norte buss s.a.,1
5164-21,1616,mobibrasil,6
2101-10,714,ambiental transportes urbanos s.a.,4
3141-10,734,via sudeste,5
2060-10,134,viacao metropole,3
9051-10,34857,gato preto,8
775A-10,473,transppass,8
5013-10,33885,a2 transportes,6
6L08-10,1182,transwolff,6
607A-10,2139,a2 transportes,6
517J-10,33897,a2 transportes,6
627J-10,2056,a2 transportes,6
7245-10,33131,gatusa,7
6835-10,32780,campo belo,7
3026-10,33730,transuniao,3
2019-10,33673,upbus s.a.,3
8700-10,35276,transppass,8
6052-10,1144,transwolff,6
809N-10,2244,transppass,8
637A-26,34525,viacao metropole,7
3031-10,967,pessego,4
807A-10,1900,campo belo,7
8075-21,2537,transppass,8
211L-10,35033,sambaiba,2
6805-31,34556,campo belo,7
9300-10,116,sambaiba,2
2732-10,33715,allibus,4
6818-10,28,campo belo,7
6050-10,1225,transwolff,6
874C-10,33245,gato preto,8
7012-10,34811,transwolff,7
8073-10,2081,transcap,8
3722-10,1020,pessego,4
9301-10,33226,santa brigida,1
6L07-10,1545,transwolff,6
7060-10,34657,campo belo,7
477U-10,33074,via sudeste,5
2740-10,34560,sambaiba,2
4725-10,33106,via sudeste,5
9701-10,569,sambaiba,2
3033-10,33736,transuniao,3
2590-10,33680,transuniao,5
6403-10,32826,campo belo,7
209P-10,34984,sambaiba,2
909T-10,2256,gato preto,8
6L02-10,33946,transwolff,6
6055-10,33914,transwolff,6
3112-10,1080,movebuss,5
809D-10,2068,transppass,8
7021-10,34757,viacao metropole,7
8705-10,34840,transppass,8
172J-10,33624,norte buss s.a.,2
6052-31,1832,transwolff,6
2726-10,940,upbus s.a.,3
312N-10,990,express,4
5111-10,48,campo belo,7
175T-10,33391,sambaiba,2
6970-10,34273,viacao grajau,6
7016-10,34886,viacao metropole,7
6091-10,1175,viacao grajau,6
6338-10,34061,mobibrasil,6
3789-10,1067,pessego,4
2717-10,930,allibus,4
4115-10,322,via sudeste,5
5143-10,1628,via sudeste,5
775N-10,33242,transppass,8
6450-10,59,campo belo,7
314V-10,33079,via sudeste,5
5129-10,34049,mobibrasil,6
1024-10,2302,spencer,1
3738-10,33806,pessego,4
5107-10,34427,via sudeste,5
8008-10,1258,santa brigida,1
546J-31,34783,a2 transportes,6
574W-10,34397,movebuss,5
5106-31,34073,mobibrasil,6
6059-10,1226,transwolff,7
607M-10,2036,viacao grajau,6
637R-10,32964,viacao metropole,7
7059-10,34692,campo belo,7
6016-41,34474,transwolff,6
2008-10,897,transuniao,3
4315-10,2175,viacao metropole,3
6015-10,1205,transwolff,7
6960-10,1443,viacao grajau,6
3390-10,33506,via sudeste,5
3414-10,746,ambiental transportes urbanos s.a.,4
6046-10,1223,transwolff,7
8050-10,33180,santa brigida,1
6063-10,1152,transwolff,6
2727-10,942,allibus,4
874T-10,33075,via sudeste,5
846M-10,33190,santa brigida,1
2714-10,33695,allibus,4
2006-10,895,transuniao,3
8549-10,580,santa brigida,1
2017-10,903,upbus s.a.,3
5317-10,32837,viacao grajau,6
4005-10,34947,express,4
857P-10,1926,campo belo,7
208V-10,207,viacao metropole,3
3729-10,1026,allibus,4
8007-10,1257,santa brigida,1
6072-23,2004,transwolff,6
546L-10,34053,mobibrasil,6
524L-10,1715,movebuss,5
4724-10,34828,allibus,4
5705-10,1657,via sudeste,5
2007-10,896,transuniao,3
971R-42,33384,sambaiba,2
2201-10,909,transuniao,3
2718-10,931,allibus,4
7903-10,512,transppass,8
3773-10,1059,pessego,4
3903-10,34239,viacao metropole,3
6076-10,33933,transwolff,6
971V-10,619,sambaiba,2
2767-10,241,viacao metropole,3
807P-10,2099,transcap,8
273V-10,32999,viacao metropole,3
4018-10,34959,express,4
2715-10,33696,allibus,4
847P-10,423,santa brigida,1
9014-10,34193,gato preto,1
1701-10,845,norte buss s.a.,2
390E-10,34650,viacao metropole,3
1741-10,539,sambaiba,2
7550-10,34861,gatusa,7
475M-10,33111,via sudeste,5
8200-10,34031,santa brigida,1
2772-10,33166,viacao metropole,3
1709-10,851,norte buss s.a.,2
5759-10,1138,a2 transportes,6
189L-10,2450,santa brigida,1
6017-10,33974,transwolff,7
